Player,height,weight,college,born,birth_city,birth_state,Geo_code,Latitude,Longitude
Luis Montero,201,83,Westchester CC,1993,Santo Domingo,Dominican Republic,"18.735693, -70.162651",18.735693,-70.162651
Kelly Oubre,201,92,University of Kansas,1995,New Orleans,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Jonathon Simmons,185,83,New York University,1924,Birmingham,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Alex Stepheson,208,122,University of Southern California,1987,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Justise Winslow,201,102,Duke University,1996,Houston,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
DeAndre' Bembry,198,95,Saint Joseph's University,1994,Charlotte,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Malcolm Brogdon,196,97,University of Virginia,1992,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Jaylen Brown,193,97,University of Missouri,1992,Oakland,California,"36.778261, -119.4179324",36.778261,-119.4179324
Marquese Chriss,208,105,University of Washington,1997,Sacramento,California,"36.778261, -119.4179324",36.778261,-119.4179324
Semaj Christon,190,86,Xavier University,1992,Cincinnati,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Henry Ellenson,211,111,Marquette University,1997,Rice Lake,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Kay Felder,175,79,Oakland University,1995,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Bryn Forbes,190,86,Michigan State University,1993,Lansing,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Patricio Garino,198,95,George Washington University,1993,Buenos Aires,Argentina,"-38.416097, -63.61667199999999",-38.416097,-63.616672
Danuel House,201,93,Texas A&M University,1993,Houston,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Brandon Ingram,206,86,Duke University,1997,Kinston,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Damian Jones,190,83,University of Houston,1976,Galveston,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Jake Layman,206,95,University of Maryland,1994,Norwood,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Patrick McCaw,201,83,"University of Nevada, Las Vegas",1995,St. Louis,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
David Nwaba,193,94,"California Polytechnic State University, San Luis Obispo",1993,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Chinanu Onuaku,208,111,University of Louisville,1996,Baltimore,Maryland,"39.0457549, -76.64127119999999",39.0457549,-76.6412712
Domantas Sabonis,211,108,Gonzaga University,1996,Portland,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Tyler Ulis,178,68,University of Kentucky,1996,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Jarrod Uthoff,206,100,University of Iowa,1993,Cedar Rapids,Iowa,"41.8780025, -93.097702",41.8780025,-93.097702
Okaro White,203,92,Florida State University,1992,Clearwater,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
Isaiah Whitehead,193,96,Seton Hall University,1995,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Troy Williams,198,97,South Carolina State University,1969,Columbia,South Carolina,"33.836081, -81.1637245",33.836081,-81.1637245
Kyle Wiltjer,208,108,Gonzaga University,1992,Portland,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Charlie Black,196,90,University of Kansas,1921,Arco,Idaho,"44.0682019, -114.7420408",44.0682019,-114.7420408
Nelson Bobb,183,77,Temple University,1924,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Don Boven,193,95,Western Michigan University,1925,Kalamazoo,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Don Carlson,183,77,University of Minnesota,1919,Minneapolis,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Dike Eddleman,190,85,University of Illinois at Urbana-Champaign,1922,Centralia,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Bob Feerick,190,86,Santa Clara University,1920,San Francisco,California,"36.778261, -119.4179324",36.778261,-119.4179324
Joe Fulks*,196,86,Murray State University,1921,Birmingham,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Harry Gallatin*,198,95,Truman State University,1927,Roxana,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Chick Halbert,206,102,West Texas A&M University,1919,Albany,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Bruce Hale,185,77,Santa Clara University,1918,Medford,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Marshall Hawkins,190,92,University of Tennessee,1924,Huntington,West Virginia,"38.5976262, -80.4549026",38.5976262,-80.4549026
Arnie Johnson,196,107,Bemidji State University,1920,Gonvick,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Walt Kirk,190,78,University of Illinois at Urbana-Champaign,1924,Mount Vernon,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Andrew Levane,188,86,St. John's University,1920,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Freddie Lewis,188,88,Eastern Kentucky University,1921,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Ray Lumpp,185,80,New York University,1923,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Slater Martin*,178,77,University of Texas at Austin,1925,El Mina,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Matt Mazza,190,95,Michigan State University,1923,Niagara Falls,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Dick McGuire*,183,81,St. John's University,1926,Huntington,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Jerry Nagel,183,86,Loyola University of Chicago,1928,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Richie Niemiera,185,74,University of Notre Dame,1921,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Johnny Norlander,190,81,Hamline University,1921,Virginia,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
George Nostrand,203,88,University of Wyoming,1924,Uniondale,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Johnny Orr,190,88,Beloit College,1927,Yale,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Andy Phillip*,188,88,University of Illinois at Urbana-Champaign,1922,Granite City,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Bill Roberts,206,95,University of Wyoming,1925,Fort Wayne,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Jerry Rullo,178,74,Temple University,1923,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Herm Schaefer,183,79,Indiana University,1918,Fort Wayne,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Dick Schulz,188,87,University of Wisconsin,1917,Racine,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Jim Seminoff,188,86,University of Southern California,1922,Los Angelse,California,"36.778261, -119.4179324",36.778261,-119.4179324
George Senesky,188,81,Saint Joseph's University,1922,Mahanoy City,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Carl Shaeffer,190,83,University of Alabama,1924,Delphi,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Howie Shannon,188,79,Kansas State University,1923,Manhattan,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Art Spector,193,90,Villanova University,1920,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Floyd Volker,193,92,University of Wyoming,1921,Casper,Wyoming,"43.0759678, -107.2902839",43.0759678,-107.2902839
Brady Walker,198,92,Brigham Young University,1921,Provo,Utah,"39.3209801, -111.0937311",39.3209801,-111.0937311
Bob Cousy*,185,79,College of the Holy Cross,1928,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Ray Ellefson,203,104,West Texas A&M University,1922,Brookings,South Dakota,"43.9695148, -99.9018131",43.9695148,-99.9018131
Don Barksdale*,198,90,"University of California, Los Angeles",1923,Oakland,California,"36.778261, -119.4179324",36.778261,-119.4179324
Elmer Behnke,201,95,Bradley University,1929,Rockford,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Neil Johnston*,203,95,Ohio State University,1929,Chillicothe,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Ralph O'Brien,175,72,Butler University,1928,Henshaw,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Jim Brasco,185,77,New York University,1931,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Zeke Zawoluk,201,97,St. John's University,1930,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Billy Kenville,188,84,St. Bonaventure University,1930,Elmhurst,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Clyde Lovellette*,206,106,University of Kansas,1929,Petersburg,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
James Phelan,196,88,DePaul University,1925,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Herm Hedderick,196,77,Canisius College,1930,Erie,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Red Kerr,206,104,University of Illinois at Urbana-Champaign,1932,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Jack Turner,193,77,Western Kentucky University,1930,Bedford,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Walter Dukes,213,99,Seton Hall University,1930,Rochester,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Dick Garmaker,190,90,University of Minnesota,1932,Hibbing,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Dick Hemric,198,99,Wake Forest University,1933,Jonesville,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Si Green,188,83,Duquesne University,1933,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Ron Sobie,190,83,DePaul University,1934,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Jim Walsh,193,88,Stanford University,1930,San Francisco,California,"36.778261, -119.4179324",36.778261,-119.4179324
Elgin Baylor*,196,102,Seattle University,1934,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Bucky Bockhorn,193,90,University of Dayton,1933,Campbell Hill,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Dave Gambee,198,97,Oregon State University,1937,Portland,Oregon,"43.8041334, -120.5542012",43.8041334,-120.5542012
Hal Greer*,188,79,Marshall University,1936,Huntington,West Virginia,"38.5976262, -80.4549026",38.5976262,-80.4549026
Phil Rollins,188,83,University of Louisville,1934,Wickliffe,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Whitey Bell,183,81,North Carolina State University,1932,Monticello,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Bob Boozer,203,97,Kansas State University,1937,Omaha,Nebraska,"41.4925374, -99.9018131",41.4925374,-99.9018131
Jackie Moreland,201,97,Louisiana Tech University,1938,Minden,Louisiana,"30.9842977, -91.96233269999999",30.9842977,-91.9623327
Jerry West*,188,79,West Virginia University,1938,Chelyan,West Virginia,"38.5976262, -80.4549026",38.5976262,-80.4549026
Howie Carl,175,72,DePaul University,1938,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Charlie Hardnett,203,102,Grambling State University,1938,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Bill McGill,206,102,University of Utah,1939,San Angelo,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Don Kojis,196,97,Marquette University,1939,Milwaukee,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Eddie Miles,193,88,Seattle University,1940,North Little Rock,Arkansas,"35.20105, -91.8318334",35.20105,-91.8318334
Rod Thorn,193,88,West Virginia University,1941,Princeton,West Virginia,"38.5976262, -80.4549026",38.5976262,-80.4549026
Luke Jackson,206,108,University of Texas-Pan American,1941,San Marcos,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Bud Koper,198,95,Oklahoma City University,1942,Rocky,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Barry Clemens,198,95,Ohio Wesleyan University,1943,Dayton,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Jon McGlocklin,196,92,Indiana University,1943,Franklin,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Ron Reed,196,92,University of Notre Dame,1942,La Porte,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Dave Stallworth,201,90,Wichita State University,1941,Dallas,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Henry Akin,208,102,Morehead State University,1944,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Jim Barnett,203,95,University of Texas at El Paso,1941,Tuckerman,Arkansas,"35.20105, -91.8318334",35.20105,-91.8318334
Jerry Chambers,196,83,University of Utah,1943,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Archie Clark,188,79,University of Minnesota,1941,Conway,Arkansas,"35.20105, -91.8318334",35.20105,-91.8318334
Hank Finkel,213,108,University of Dayton,1942,Union City,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Neil Johnson,203,95,Ohio State University,1929,Chillicothe,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Toby Kimball,198,99,University of Connecticut,1942,Framingham,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Flynn Robinson,185,83,University of Wyoming,1941,Elgin,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Dave Schellhase,190,92,Purdue University,1944,Evansville,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Bill Bradley*,196,92,Princeton University,1943,Crystal City,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
George Carter,193,95,St. Bonaventure University,1944,Buffalo,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Jim Davis,206,102,University of Colorado,1941,Muncie,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Dave Lattin,198,102,University of Texas at El Paso,1943,Houston,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
Jay Miller,196,92,University of Notre Dame,1943,St. Louis,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
Bob Rule,206,99,Colorado State University,1944,Riverside,California,"36.778261, -119.4179324",36.778261,-119.4179324
Al Tucker,203,86,Oklahoma Baptist University,1943,Dayton,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
John Wetzel,196,86,Virginia Polytechnic Institute and State University,1944,Waynesboro,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
Stu Lantz,190,79,University of Nebraska,1946,Uniontown,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Charlie Paulk,203,99,Northeastern State University,1946,Fitzgerald,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Dale Schlueter,208,102,Colorado State University,1945,Tacoma,Washington,"47.7510741, -120.7401385",47.7510741,-120.7401385
Dwight Waller,198,99,Tennessee State University,1945,Brownsville,Tennessee,"35.5174913, -86.5804473",35.5174913,-86.5804473
Fred Carter,190,83,Mount St. Mary's University,1945,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Connie Hawkins*,203,95,University of Iowa,1942,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Bernie Williams,190,79,La Salle University,1945,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Don Adams,198,95,Northwestern University,1947,Atlanta,Georgia,"32.1656221, -82.9000751",32.1656221,-82.9000751
Mike Price,190,90,University of Illinois at Urbana-Champaign,1948,Russellville,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Paul Ruffner,208,102,Brigham Young University,1948,Downey,California,"36.778261, -119.4179324",36.778261,-119.4179324
Rudy Tomjanovich,203,98,University of Michigan,1948,Hamtramck,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Charlie Davis,188,72,Wake Forest University,1949,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Jim McDaniels,211,103,Western Kentucky University,1948,Scottsville,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Howard Porter,203,99,Villanova University,1948,Stuart,Florida,"27.6648274, -81.5157535",27.6648274,-81.5157535
George Trapp,203,92,"California State University, Long Beach",1948,Detroit,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Sidney Wicks,203,102,"University of California, Los Angeles",1949,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Charles Dudley,188,81,University of Washington,1950,Harrisburg,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Rowland Garrett,198,95,Florida State University,1950,Canton,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Bob Nash,203,88,University of Hawaii,1950,Hartford,Connecticut,"41.6032207, -73.087749",41.6032207,-73.087749
Kevin Porter,183,77,Saint Francis University,1950,Chicago,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Jim Price,190,88,University of Louisville,1949,Russellville,Kentucky,"37.8393332, -84.2700179",37.8393332,-84.2700179
Mike Ratliff,208,104,University of Wisconsin-Eau Claire,1951,New Albany,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Bud Stallworth,196,86,University of Kansas,1950,Hartselle,Alabama,"32.3182314, -86.902298",32.3182314,-86.902298
Ron Behagen,206,83,University of Minnesota,1951,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Allan Bristow,201,95,Virginia Polytechnic Institute and State University,1951,Richmond,Virginia,"37.4315734, -78.6568942",37.4315734,-78.6568942
Larry Cannon,193,88,La Salle University,1947,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Derrek Dickey,201,98,University of Cincinnati,1951,Cincinnati,Ohio,"40.4172871, -82.90712300000001",40.4172871,-82.907123
Tom Ingelsby,190,81,Villanova University,1951,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Tom Kozelko,203,99,University of Toledo,1951,Traverse City,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Allie McGuire,188,81,St. John's University,1928,New York,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Larry McNeill,206,88,Marquette University,1951,Hoke,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Bob Verga,185,86,Duke University,1945,Neptune,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
Gus Bailey,196,83,University of Texas at El Paso,1951,Gibson,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Dennis DuVal,190,79,Syracuse University,1952,Westbury,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Leonard Gray,203,108,"California State University, Long Beach",1951,Kansas City,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Dean Tolson,203,86,University of Arkansas,1951,Kansas City,Missouri,"37.9642529, -91.8318334",37.9642529,-91.8318334
Bill Walton*,211,95,"University of California, Los Angeles",1952,La Mesa,California,"36.778261, -119.4179324",36.778261,-119.4179324
Earl Williams,201,104,Winston-Salem State University,1951,Levittown,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Alvan Adams,206,95,University of Oklahoma,1954,Lawrence,Kansas,"39.011902, -98.4842465",39.011902,-98.4842465
Joe Bryant,206,83,La Salle University,1954,Philadelphia,Pennsylvania,"41.2033216, -77.1945247",41.2033216,-77.1945247
Jim Creighton,203,90,University of Colorado,1950,Billings,Montana,"46.8796822, -110.3625658",46.8796822,-110.3625658
Greg Lee,190,86,"University of California, Los Angeles",1951,Reseda,California,"36.778261, -119.4179324",36.778261,-119.4179324
Marvin Barnes,203,95,Providence College,1952,Providence,Rhode Island,"41.5800945, -71.4774291",41.5800945,-71.4774291
Norton Barnhill,193,92,Washington State University,1953,Winston-Salem,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Ron Boone,188,90,Idaho State University,1946,Oklahoma City,Oklahoma,"35.4675602, -97.5164276",35.4675602,-97.5164276
Louie Dampier*,183,77,University of Kentucky,1944,Indianapolis,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Adrian Dantley*,196,94,University of Notre Dame,1956,Washington,District of Columbia,"38.9071923, -77.0368707",38.9071923,-77.0368707
Ron Davis,198,89,Washington State University,1954,Phoenix,Arizona,"34.0489281, -111.0937311",34.0489281,-111.0937311
Butch Feher,193,83,Vanderbilt University,1954,Flint,Michigan,"44.3148443, -85.60236429999999",44.3148443,-85.6023643
Mike Green,208,90,Louisiana Tech University,1951,McComb,Mississippi,"32.3546679, -89.3985283",32.3546679,-89.3985283
Steve Green,201,99,Indiana University,1953,Madison,Wisconsin,"43.7844397, -88.7878678",43.7844397,-88.7878678
Kim Hughes,211,99,University of Wisconsin,1952,Freeport,Illinois,"40.6331249, -89.3985283",40.6331249,-89.3985283
Ron Lee,193,87,University of Oregon,1952,Boston,Massachusetts,"42.4072107, -71.3824374",42.4072107,-71.3824374
Mark Olberding,203,102,University of Minnesota,1956,Melrose,Minnesota,"46.729553, -94.6858998",46.729553,-94.6858998
Phil Sellers,193,88,Rutgers University,1953,Brooklyn,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Brian Taylor,188,83,Princeton University,1951,Perth Amboy,New Jersey,"40.0583238, -74.4056612",40.0583238,-74.4056612
David Thompson*,193,88,North Carolina State University,1954,Shelby,North Carolina,"35.7595731, -79.01929969999999",35.7595731,-79.0192997
Andy Walker,193,86,Niagara University,1955,Long Island City,New York,"40.7127753, -74.0059728",40.7127753,-74.0059728
Bob Wilkerson,198,88,Indiana University,1954,Anderson,Indiana,"40.2671941, -86.1349019",40.2671941,-86.1349019
Greg Ballard,201,97,University of Oregon,1955,Los Angeles,California,"36.778261, -119.4179324",36.778261,-119.4179324
Walter Davis,203,92,Texas A&M University,1931,Beaumont,Texas,"31.9685988, -99.9018131",31.9685988,-99.9018131
